ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback,Profit-$,Sale Month
9EQZLA,Automart,Florida,i20,Hyundai,Hatchback,Blue,Manual,4,5,Petrol,2019,6500,47988,120,2018-08-17,Un Sold,1970-01-01,5880,0,0,Aditya,4,0,Excellent,-5880,Jan 1970
P26Z3N,Skipper,New York,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Hybrid,2018,7600,96210,103,2018-12-17,Un Sold,1970-01-01,6026,0,0,Anushka,1,0,Good,-6026,Jan 1970
4GI0WQ,Nufor,Detroit,Thar,Mahindra,SUV,Red,Manual,5,3,Petrol,2020,7900,38395,130,2020-08-22,Sold,2022-03-20,7306,6925,-5,Ram,5,0,Good,-381,Mar 2022
C9FK2R,Kamkar,Florida,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Diesel,2019,8100,43191,200,2018-05-15,Un Sold,1970-01-01,6334,0,0,Sai,2,0,Good,-6334,Jan 1970
8YSTKS,Olx,Philadelphia,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2015,9900,80947,175,2023-05-29,Un Sold,1970-01-01,8729,0,0,Narayan,1,0,Average,-8729,Jan 1970
B159ML,Skipper,Tucson,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Petrol,2021,7800,18915,120,2019-05-25,Un Sold,1970-01-01,7034,0,0,Bhavani,4,0,Excellent,-7034,Jan 1970
A1J7IU,Trust,Oklahoma,Yodha,Tata,Truck,Black,Manual,3,2,Diesel,2015,8000,39397,100,2015-02-08,Un Sold,1970-01-01,7363,0,0,Ram,2,0,Good,-7363,Jan 1970
MLQ1J6,Sobri,Philadelphia,Kags,Renault,SUV,White,Manual,7,5,Diesel,2024,7600,23963,175,2019-07-24,Un Sold,1970-01-01,6702,0,0,Piyush,3,0,Good,-6702,Jan 1970
WUUGRJ,Sobri,Oklahoma,Hilux,Toyota,Truck,Blue,Manual,4,2,Diesel,2018,7700,26365,200,2018-02-19,Un Sold,1970-01-01,6779,0,0,Rithvik,1,0,Good,-6779,Jan 1970
6PN8PS,APE,North Carolina,Etriga,Maruti,Hatchback,Red,Manual,4,5,Hybrid,2023,7100,69970,103,2023-05-27,Un Sold,1970-01-01,5482,0,0,Bhavani,4,0,Good,-5482,Jan 1970
NRE3Z3,Kamkar,North Carolina,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2019,8500,41431,200,2016-06-12,Sold,2023-03-31,7742,7769,0,Shilpa,2,5,Excellent,27,Mar 2023
38OLDU,Olx,Denver,i20,Hyundai,Hatchback,Blue,Manual,4,5,Electric,2015,8400,76922,120,2016-06-18,Un Sold,1970-01-01,6508,0,0,Krishna,4,0,Poor,-6508,Jan 1970
6E40YQ,Oto,Texas,Hilux,Toyota,Truck,Blue,Automatic,4,2,Electric,2018,9100,7301,200,2021-03-19,Un Sold,1970-01-01,7176,0,0,Shailaja,5,0,Average,-7176,Jan 1970
WOGIC9,Motor,Detroit,Dzire,Maruti,Sedan,Black,Automatic,5,5,Electric,2017,8700,68773,100,2017-12-08,Un Sold,1970-01-01,8117,0,0,Hariom,5,0,Excellent,-8117,Jan 1970
ORZQEB,Trust,Oklahoma,Fortuner,Toyota,SUV,Gray,Manual,8,5,Petrol,2020,7900,20146,200,2021-03-23,Sold,2021-08-08,6406,5307,-17,Anushka,5,0,Excellent,-1099,Aug 2021
66N8YB,Automart,Florida,i20,Hyundai,Hatchback,Black,Automatic,4,5,Electric,2021,7800,98723,120,2023-02-04,Un Sold,1970-01-01,6886,0,0,Anushka,2,0,Poor,-6886,Jan 1970
1Z7XJX,Olx,Madison,Swift,Maruti,Sedan,Red,Manual,5,4,Electric,2016,8800,6530,115,2023-04-16,Un Sold,1970-01-01,7899,0,0,Shiva,1,0,Good,-7899,Jan 1970
4OLX1O,Zupps,San Jose,Dzire,Maruti,Sedan,White,Manual,5,5,Diesel,2024,6600,70112,100,2019-11-04,Un Sold,1970-01-01,6093,0,0,Swathi,5,0,Good,-6093,Jan 1970
HKI71X,Carmix,San Jose,Fortuner,Toyota,SUV,White,Manual,8,5,Electric,2023,9100,91892,200,2022-01-29,Sold,2024-11-10,7226,6591,-9,Shruthi,5,0,Poor,-635,Nov 2024
DM8QT3,Automart,Chicago,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Diesel,2022,6300,18689,103,2018-02-25,Un Sold,1970-01-01,5013,0,0,Ram,4,0,Excellent,-5013,Jan 1970
FJX8GY,Carmudi,Madison,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2016,9800,54325,200,2018-08-14,Un Sold,1970-01-01,9223,0,0,Supriya,4,0,Poor,-9223,Jan 1970
85PEZE,Oto,Detroit,Seltos,Kia,Hatchback,Gray,Manual,5,5,Electric,2019,8000,12162,150,2022-07-07,Un Sold,1970-01-01,6738,0,0,Rithvik,4,0,Average,-6738,Jan 1970
TGYQQR,Trivett,San Jose,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Hybrid,2015,7900,97061,103,2016-01-27,Un Sold,1970-01-01,6381,0,0,Aarush,3,0,Good,-6381,Jan 1970
6K1LCF,Carsome,Tucson,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Electric,2019,9500,76905,120,2024-10-18,Un Sold,1970-01-01,8481,0,0,Pranav,4,0,Excellent,-8481,Jan 1970
HVIYOK,Cars24,Utah,Dzire,Maruti,Sedan,Black,Automatic,5,5,Diesel,2024,6600,83481,100,2021-09-09,Un Sold,1970-01-01,4893,0,0,Shruthi,4,0,Excellent,-4893,Jan 1970
JHME7V,Motor,Philadelphia,Dzire,Maruti,Sedan,Red,Manual,5,5,Petrol,2023,6600,65410,100,2016-10-26,Un Sold,1970-01-01,5890,0,0,Karan,4,0,Excellent,-5890,Jan 1970
JMGFON,Kamkar,Chicago,Hilux,Toyota,Truck,Black,Automatic,4,2,Electric,2019,9000,68710,200,2023-01-25,Un Sold,1970-01-01,7892,0,0,Swathi,4,0,Excellent,-7892,Jan 1970
27DHUX,Carsome,Portland,Kags,Renault,SUV,Blue,Manual,7,5,Hybrid,2016,9300,32092,175,2019-10-13,Un Sold,1970-01-01,7498,0,0,Arjuna,4,0,Good,-7498,Jan 1970
HXIKTT,Oto,Madison,Thar,Mahindra,SUV,White,Manual,5,3,Electric,2018,9600,64715,130,2016-09-29,Un Sold,1970-01-01,7949,0,0,Swathi,1,0,Poor,-7949,Jan 1970
VUND5P,Ahg,Tucson,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2015,8900,33256,200,2022-04-11,Sold,2023-10-05,7287,8432,16,Supriya,4,229,Excellent,1145,Oct 2023
C46F7H,Olx,Detroit,Yodha,Tata,Truck,Blue,Manual,3,2,Diesel,2020,7500,22663,100,2022-01-15,Un Sold,1970-01-01,6453,0,0,Pranav,4,0,Excellent,-6453,Jan 1970
FYIM8Q,Oto,California,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2018,9100,36402,175,2019-07-24,Un Sold,1970-01-01,7450,0,0,Swapna,2,0,Average,-7450,Jan 1970
PCFM9Q,Marchi,New York,Plato,Prazo,Convertible,Blue,Automatic,2,2,Electric,2017,10700,80107,250,2016-05-26,Un Sold,1970-01-01,9127,0,0,Shiva,1,0,Excellent,-9127,Jan 1970
LQQ6TC,Kamkar,Oklahoma,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2021,8300,17585,115,2021-08-15,Sold,2022-09-29,7013,5898,-16,Pavan,1,0,Excellent,-1115,Sep 2022
1BTUMM,Skipper,Columbus,Yodha,Tata,Truck,Black,Manual,3,2,Hybrid,2022,8200,20954,100,2021-05-12,Un Sold,1970-01-01,6518,0,0,Shilpa,1,0,Excellent,-6518,Jan 1970
EHBQTV,Trivett,Tennessee,i20,Hyundai,Hatchback,Red,Manual,4,5,Electric,2024,7500,62861,120,2016-04-11,Un Sold,1970-01-01,5978,0,0,Vishwajeet,3,0,Excellent,-5978,Jan 1970
GHA9A1,Motor,Florida,Kags,Renault,SUV,Gray,Manual,7,5,Hybrid,2017,9200,70933,175,2017-05-19,Sold,2017-10-14,8206,7582,-8,Karan,5,0,Excellent,-624,Oct 2017
H04JDP,Motor,San Jose,i20,Hyundai,Hatchback,Red,Automatic,4,5,Diesel,2016,6900,26853,120,2019-03-25,Un Sold,1970-01-01,5582,0,0,Hariom,3,0,Excellent,-5582,Jan 1970
BVMNDD,Ahg,Portland,Fortuner,Toyota,SUV,Red,Manual,8,5,Electric,2018,9600,86120,200,2019-10-26,Un Sold,1970-01-01,8465,0,0,Shiva,5,0,Excellent,-8465,Jan 1970
9UJKXY,Carmix,North Carolina,Thar,Mahindra,SUV,White,Automatic,5,3,Electric,2016,9800,59842,130,2017-10-12,Un Sold,1970-01-01,8315,0,0,Bhavani,1,0,Poor,-8315,Jan 1970
GGJINF,Skipper,Portland,Yodha,Tata,Truck,Black,Manual,3,2,Diesel,2018,7700,72395,100,2015-08-01,Un Sold,1970-01-01,5958,0,0,Ram,1,0,Excellent,-5958,Jan 1970
K70NI0,Trust,North Carolina,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Diesel,2022,6300,14309,150,2023-09-05,Un Sold,1970-01-01,5743,0,0,Pranav,1,0,Average,-5743,Jan 1970
I5HX2D,Motor,Portland,Thar,Mahindra,SUV,Red,Manual,5,3,Diesel,2016,8400,27284,130,2019-08-11,Un Sold,1970-01-01,7304,0,0,Preeti,2,0,Poor,-7304,Jan 1970
3KAI7X,Zupps,Chicago,Yodha,Tata,Truck,Red,Automatic,3,2,Diesel,2019,7600,87100,100,2023-12-06,Un Sold,1970-01-01,6248,0,0,Vihaan,4,0,Good,-6248,Jan 1970
0UBE9U,Nufor,Tucson,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2021,7800,39305,120,2016-01-10,Un Sold,1970-01-01,6350,0,0,Pranav,3,0,Good,-6350,Jan 1970
LCIYIM,Sobri,Madison,Hilux,Toyota,Truck,White,Automatic,4,2,Diesel,2024,7100,73987,200,2017-06-05,Un Sold,1970-01-01,5564,0,0,Shruthi,2,0,Excellent,-5564,Jan 1970
UKU522,Sobri,Chicago,Scorpio,Mahindra,SUV,Red,Manual,5,5,Electric,2017,9700,1597,120,2016-04-28,Un Sold,1970-01-01,8356,0,0,Vishwajeet,3,0,Good,-8356,Jan 1970
IS19VK,Carmix,Philadelphia,Creta,Hyundai,Hatchback,White,Manual,5,5,Petrol,2016,6800,47818,113,2021-05-24,Sold,2024-08-10,6073,5475,-10,Krishna,3,0,Good,-598,Aug 2024
BDK4P9,Knox,Columbus,Yodha,Tata,Truck,Red,Automatic,3,2,Diesel,2015,8000,89249,100,2015-05-28,Un Sold,1970-01-01,6866,0,0,Dhruv,3,0,Excellent,-6866,Jan 1970
3BWAIV,Carro,New York,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Hybrid,2018,8100,48938,100,2018-02-03,Un Sold,1970-01-01,7431,0,0,Krishna,2,0,Excellent,-7431,Jan 1970
QSNPN6,Marchi,North Carolina,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Petrol,2022,7700,2844,120,2022-05-19,Sold,2024-11-08,6437,7553,17,Anushka,3,223,Average,1116,Nov 2024
GJGZO9,Oto,New York,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Hybrid,2021,8800,57576,120,2024-01-16,Sold,2024-08-06,7749,7533,-3,Aditya,3,0,Poor,-216,Aug 2024
KYC62O,Carmudi,Columbus,Thar,Mahindra,SUV,Black,Manual,5,3,Diesel,2020,8000,17084,130,2019-03-13,Sold,2019-06-06,6778,5824,-14,Aarush,3,0,Poor,-954,Jun 2019
7QRA9T,Marchi,Tennessee,Kags,Renault,SUV,Black,Manual,7,5,Diesel,2024,7600,91927,175,2020-02-21,Un Sold,1970-01-01,6297,0,0,Aarush,4,0,Excellent,-6297,Jan 1970
F4QJ48,Olx,North Carolina,Dzire,Maruti,Sedan,White,Automatic,5,5,Electric,2020,8400,74019,100,2016-08-28,Un Sold,1970-01-01,7673,0,0,Shilpa,5,0,Excellent,-7673,Jan 1970
J1CQ6L,Marchi,Philadelphia,Kags,Renault,SUV,Black,Manual,7,5,Hybrid,2016,9300,95536,175,2019-11-03,Un Sold,1970-01-01,8553,0,0,Shilpa,3,0,Good,-8553,Jan 1970
MILMG1,Automart,Portland,i20,Hyundai,Hatchback,Gray,Manual,4,5,Diesel,2020,6500,53692,120,2020-06-22,Sold,2021-11-14,5397,6387,18,Sai,2,198,Excellent,990,Nov 2021
9I414K,Sobri,Chicago,i20,Hyundai,Hatchback,Black,Manual,4,5,Diesel,2017,6800,22758,120,2017-07-03,Un Sold,1970-01-01,5327,0,0,Shilpa,3,0,Excellent,-5327,Jan 1970
0W698Z,Carro,Chicago,Creta,Hyundai,Hatchback,Gray,Automatic,5,5,Petrol,2023,6100,80848,113,2022-06-02,Un Sold,1970-01-01,4655,0,0,Sweta,2,0,Excellent,-4655,Jan 1970
VMYEKR,Carmudi,California,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Electric,2018,8100,48249,103,2016-08-27,Un Sold,1970-01-01,7577,0,0,Sai,4,0,Excellent,-7577,Jan 1970
QKRB9L,Oto,California,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Petrol,2022,6200,39960,150,2019-03-03,Un Sold,1970-01-01,4636,0,0,Ram,2,0,Excellent,-4636,Jan 1970
XF6UR5,Carro,Denver,Swift,Maruti,Sedan,Red,Manual,5,4,Diesel,2021,6900,33067,115,2016-03-06,Un Sold,1970-01-01,5860,0,0,Aarush,1,0,Poor,-5860,Jan 1970
AEHGHW,Carmix,Florida,Hilux,Toyota,Truck,Blue,Automatic,4,2,Diesel,2024,7100,87799,200,2018-07-15,Un Sold,1970-01-01,6221,0,0,Shailaja,5,0,Good,-6221,Jan 1970
KEXCU7,Skipper,Tennessee,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Diesel,2016,6900,51307,103,2021-11-04,Un Sold,1970-01-01,6064,0,0,Karan,1,0,Excellent,-6064,Jan 1970
3JK9GA,Trust,Tucson,Yodha,Tata,Truck,Blue,Automatic,3,2,Diesel,2018,7700,48825,100,2015-11-10,Un Sold,1970-01-01,5887,0,0,Shiva,1,0,Excellent,-5887,Jan 1970
9WYYAH,Automart,North Carolina,Kags,Renault,SUV,Gray,Manual,7,5,Electric,2018,9600,9917,175,2015-07-11,Sold,2021-05-17,7640,7856,3,Preeti,2,43,Average,216,May 2021
4Y2FJ2,Motor,Utah,Hilux,Toyota,Truck,Red,Automatic,4,2,Electric,2021,8800,46108,200,2017-02-12,Sold,2019-09-26,7122,6363,-11,Arjuna,1,0,Average,-759,Sep 2019
AYS1UH,Cars24,Columbus,Creta,Hyundai,Hatchback,Red,Manual,5,5,Diesel,2016,6900,47478,113,2020-02-23,Un Sold,1970-01-01,5825,0,0,Anushka,3,0,Excellent,-5825,Jan 1970
N0QL7E,Trust,Utah,Yodha,Tata,Truck,Red,Manual,3,2,Petrol,2023,7100,57571,100,2020-09-26,Un Sold,1970-01-01,6088,0,0,Anushka,1,0,Excellent,-6088,Jan 1970
RQXQ5M,Cars24,Madison,Fortuner,Toyota,SUV,Blue,Manual,8,5,Petrol,2016,8300,10776,200,2022-08-03,Un Sold,1970-01-01,7398,0,0,Ram,5,0,Average,-7398,Jan 1970
68UDFV,Carsome,Philadelphia,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Electric,2019,8000,43275,150,2024-04-18,Un Sold,1970-01-01,6479,0,0,Pranav,3,0,Good,-6479,Jan 1970
PMUTLC,Cars24,Denver,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2016,6800,12482,120,2019-10-19,Un Sold,1970-01-01,6066,0,0,Sweta,5,0,Excellent,-6066,Jan 1970
3AT1LA,Sobri,Chicago,Scorpio,Mahindra,SUV,Red,Manual,5,5,Hybrid,2021,8800,10612,120,2021-12-04,Un Sold,1970-01-01,7588,0,0,Vihaan,1,0,Good,-7588,Jan 1970
6QF64F,APE,San Jose,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2019,9500,45854,175,2019-10-21,Un Sold,1970-01-01,7819,0,0,Preeti,2,0,Excellent,-7819,Jan 1970
D2RKB0,Trivett,Texas,Yodha,Tata,Truck,Gray,Automatic,3,2,Diesel,2020,7500,23315,100,2022-10-08,Sold,2023-01-13,5778,5158,-11,Krishna,2,0,Poor,-620,Jan 2023
Y7PXH7,Zupps,Texas,Dzire,Maruti,Sedan,Black,Manual,5,5,Hybrid,2024,7500,68739,100,2024-08-29,Un Sold,1970-01-01,5636,0,0,Shruthi,4,0,Average,-5636,Jan 1970
V0G79I,Motor,Utah,Thar,Mahindra,SUV,Black,Manual,5,3,Petrol,2020,7900,63299,130,2020-12-27,Sold,2024-05-01,7342,8615,17,Ram,5,255,Excellent,1273,May 2024
FRCZ1H,Carousell,San Jose,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Petrol,2017,6700,32049,103,2023-11-18,Sold,2024-12-10,6200,5044,-19,Shruthi,3,0,Excellent,-1156,Dec 2024
8IGPSI,Trust,Philadelphia,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2015,9900,27867,175,2018-09-22,Sold,2021-10-02,9344,10511,12,Piyush,4,233,Excellent,1167,Oct 2021
13Y4BB,Olx,Portland,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Petrol,2024,7500,29222,120,2018-06-08,Un Sold,1970-01-01,5881,0,0,Pavan,2,0,Good,-5881,Jan 1970
SAI3GU,Skipper,Columbus,Dzire,Maruti,Sedan,Black,Manual,5,5,Diesel,2017,7300,19197,100,2016-03-23,Un Sold,1970-01-01,6155,0,0,Aditya,1,0,Good,-6155,Jan 1970
V4DF8C,Olx,Oklahoma,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2020,8900,27646,175,2015-12-26,Un Sold,1970-01-01,7859,0,0,Pavan,4,0,Average,-7859,Jan 1970
CREGXQ,Nufor,Columbus,Seltos,Kia,Hatchback,Black,Manual,5,5,Petrol,2022,6200,87523,150,2016-11-10,Un Sold,1970-01-01,4933,0,0,Bhavani,3,0,Excellent,-4933,Jan 1970
XWXR37,Nufor,Texas,Hilux,Toyota,Truck,Gray,Automatic,4,2,Electric,2019,9000,97249,200,2023-01-09,Un Sold,1970-01-01,7127,0,0,Vihaan,4,0,Excellent,-7127,Jan 1970
QF6UWC,Marchi,Columbus,i20,Hyundai,Hatchback,White,Automatic,4,5,Diesel,2018,6700,5377,120,2016-09-05,Un Sold,1970-01-01,5492,0,0,Aditya,1,0,Excellent,-5492,Jan 1970
U83QPX,Carousell,Utah,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Petrol,2020,7900,6278,120,2016-02-19,Un Sold,1970-01-01,6711,0,0,Preeti,3,0,Excellent,-6711,Jan 1970
K4D98Z,Knox,Tennessee,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Hybrid,2021,8800,83817,200,2017-07-16,Un Sold,1970-01-01,6970,0,0,Pranav,1,0,Excellent,-6970,Jan 1970
2ZKFJO,Zupps,Portland,Kags,Renault,SUV,Gray,Automatic,7,5,Petrol,2018,8100,1298,175,2018-11-29,Un Sold,1970-01-01,7352,0,0,Shiva,3,0,Excellent,-7352,Jan 1970
8O0VX8,Knox,Denver,Thar,Mahindra,SUV,Blue,Automatic,5,3,Diesel,2017,8300,59435,130,2015-07-15,Un Sold,1970-01-01,7056,0,0,Aditya,4,0,Excellent,-7056,Jan 1970
JGDGN5,Cars24,Madison,Thar,Mahindra,SUV,Red,Automatic,5,3,Petrol,2015,8400,48434,130,2023-06-26,Un Sold,1970-01-01,6827,0,0,Swapna,2,0,Excellent,-6827,Jan 1970
SKH5JN,Nufor,Philadelphia,Dzire,Maruti,Sedan,Black,Manual,5,5,Petrol,2023,6600,34597,100,2023-10-24,Sold,2024-12-28,5082,5864,15,Bhavani,3,156,Excellent,782,Dec 2024
1YM36I,Cars24,Portland,i20,Hyundai,Hatchback,Black,Automatic,4,5,Electric,2016,8300,51800,120,2016-07-22,Sold,2017-09-16,6912,7380,7,Rithvik,3,94,Good,468,Sep 2017
NVZST4,Ahg,Madison,Dzire,Maruti,Sedan,White,Automatic,5,5,Petrol,2017,7200,29051,100,2020-07-17,Un Sold,1970-01-01,6312,0,0,Shruthi,4,0,Excellent,-6312,Jan 1970
TDRB5Z,Automart,Tucson,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2018,8600,57874,100,2019-09-21,Un Sold,1970-01-01,7174,0,0,Dhruv,1,0,Excellent,-7174,Jan 1970
15TXNL,Carsome,San Jose,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Diesel,2016,8400,29953,120,2018-04-27,Un Sold,1970-01-01,7140,0,0,Ram,2,0,Excellent,-7140,Jan 1970
6KGDEP,Trivett,Portland,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2023,7100,98708,120,2015-02-16,Un Sold,1970-01-01,6393,0,0,Preeti,3,0,Good,-6393,Jan 1970
FZ5K8I,Marchi,Columbus,Thar,Mahindra,SUV,White,Automatic,5,3,Petrol,2019,8000,17499,130,2015-08-23,Un Sold,1970-01-01,7271,0,0,Anushka,2,0,Excellent,-7271,Jan 1970
15HMW1,Motor,Detroit,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Diesel,2015,7000,2529,120,2016-09-30,Un Sold,1970-01-01,5296,0,0,Aarush,1,0,Good,-5296,Jan 1970
FU747W,Marchi,Denver,Yodha,Tata,Truck,Gray,Automatic,3,2,Hybrid,2021,8300,11236,100,2019-08-07,Un Sold,1970-01-01,6406,0,0,Piyush,3,0,Average,-6406,Jan 1970
OZX0PU,Carmix,California,Dzire,Maruti,Sedan,Black,Manual,5,5,Electric,2022,8200,34498,100,2016-08-07,Un Sold,1970-01-01,6415,0,0,Shilpa,2,0,Excellent,-6415,Jan 1970
UEZUJ1,Carousell,Florida,Swift,Maruti,Sedan,Red,Manual,5,4,Electric,2018,8600,50948,115,2023-06-19,Un Sold,1970-01-01,6650,0,0,Hariom,4,0,Good,-6650,Jan 1970
YQPCWT,Nufor,Tennessee,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Hybrid,2024,7000,63287,150,2022-10-14,Sold,2023-02-21,5293,6595,25,Shailaja,5,260,Excellent,1302,Feb 2023
D2EPA7,APE,North Carolina,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Hybrid,2021,7300,38694,103,2016-03-29,Un Sold,1970-01-01,6300,0,0,Shruthi,2,0,Good,-6300,Jan 1970
ADPHJF,Carsome,Denver,i20,Hyundai,Hatchback,Black,Manual,4,5,Hybrid,2020,7400,35638,120,2020-08-14,Sold,2022-02-18,6875,8052,17,Shiva,2,235,Good,1177,Feb 2022
RMA501,Carro,Oklahoma,Fortuner,Toyota,SUV,Red,Manual,8,5,Diesel,2019,8100,24955,200,2023-04-21,Un Sold,1970-01-01,6184,0,0,Bhavani,2,0,Excellent,-6184,Jan 1970
SU586T,Motor,California,Seltos,Kia,Hatchback,Red,Manual,5,5,Electric,2018,8100,82338,150,2019-11-11,Un Sold,1970-01-01,6965,0,0,Sai,3,0,Excellent,-6965,Jan 1970
U3PBIH,Sobri,Columbus,Swift,Maruti,Sedan,Red,Manual,5,4,Hybrid,2021,7800,71734,115,2018-04-07,Sold,2024-11-04,6453,7164,11,Narayan,1,142,Excellent,711,Nov 2024
JSJBQL,Olx,New York,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2022,7700,9262,100,2017-11-16,Un Sold,1970-01-01,5960,0,0,Shailaja,1,0,Excellent,-5960,Jan 1970
83TS0M,Carmix,Utah,Kags,Renault,SUV,Black,Manual,7,5,Electric,2020,9400,78192,175,2015-08-26,Un Sold,1970-01-01,7537,0,0,Shilpa,2,0,Good,-7537,Jan 1970
LPA8K7,Automart,California,i20,Hyundai,Hatchback,Black,Manual,4,5,Diesel,2021,6400,30953,120,2022-02-11,Un Sold,1970-01-01,4986,0,0,Swapna,2,0,Excellent,-4986,Jan 1970
7J7MQV,Automart,New York,Swift,Maruti,Sedan,Black,Automatic,5,4,Diesel,2022,6800,92680,115,2019-10-17,Un Sold,1970-01-01,5056,0,0,Arjuna,3,0,Excellent,-5056,Jan 1970
31MJBK,APE,New York,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2024,7500,55184,115,2023-02-06,Un Sold,1970-01-01,6393,0,0,Pavan,1,0,Excellent,-6393,Jan 1970
HT0SGT,Knox,California,Seltos,Kia,Hatchback,Blue,Manual,5,5,Hybrid,2022,7200,35132,150,2018-02-15,Un Sold,1970-01-01,6001,0,0,Anushka,3,0,Excellent,-6001,Jan 1970
G8FK65,Zupps,Philadelphia,Hilux,Toyota,Truck,Red,Automatic,4,2,Electric,2020,8900,23147,200,2023-04-26,Un Sold,1970-01-01,7513,0,0,Shruthi,5,0,Poor,-7513,Jan 1970
BX2MDT,Trivett,Philadelphia,Thar,Mahindra,SUV,Black,Manual,5,3,Petrol,2024,7500,80379,130,2022-11-23,Un Sold,1970-01-01,5574,0,0,Swapna,2,0,Poor,-5574,Jan 1970
0LHJK9,Carmudi,New York,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2018,6600,88664,120,2016-09-10,Sold,2024-06-24,5324,5989,12,Arjuna,4,133,Poor,665,Jun 2024
BQ8H1L,Sobri,Denver,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2023,8600,65331,120,2016-04-15,Un Sold,1970-01-01,7875,0,0,Piyush,4,0,Good,-7875,Jan 1970
UMS2WQ,Oto,Denver,Fortuner,Toyota,SUV,Black,Automatic,8,5,Hybrid,2015,9400,53490,200,2022-02-17,Un Sold,1970-01-01,7919,0,0,Krishna,3,0,Excellent,-7919,Jan 1970
M7K8FN,Marchi,Tucson,Dzire,Maruti,Sedan,White,Automatic,5,5,Hybrid,2017,8200,19199,100,2023-06-17,Sold,2023-09-24,7232,6066,-16,Shailaja,1,0,Excellent,-1166,Sep 2023
YSIE4N,Skipper,North Carolina,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2020,7900,12616,100,2019-11-04,Un Sold,1970-01-01,6770,0,0,Rithvik,4,0,Excellent,-6770,Jan 1970
0J8PAN,Olx,North Carolina,Fortuner,Toyota,SUV,Blue,Manual,8,5,Electric,2023,9100,82639,200,2018-03-18,Un Sold,1970-01-01,7732,0,0,Shiva,4,0,Poor,-7732,Jan 1970
I4FKVV,Olx,San Jose,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2021,7900,41953,175,2021-10-25,Un Sold,1970-01-01,6634,0,0,Swapna,1,0,Excellent,-6634,Jan 1970
SO02F1,APE,North Carolina,Thar,Mahindra,SUV,Black,Automatic,5,3,Hybrid,2015,9400,52058,130,2017-11-21,Un Sold,1970-01-01,8388,0,0,Rithvik,3,0,Excellent,-8388,Jan 1970
N917EM,Nufor,Philadelphia,Swift,Maruti,Sedan,Gray,Manual,5,4,Hybrid,2020,7900,52016,115,2016-08-16,Un Sold,1970-01-01,6560,0,0,Preeti,5,0,Excellent,-6560,Jan 1970
09SKVI,Carmix,Utah,Scorpio,Mahindra,SUV,Red,Manual,5,5,Hybrid,2024,8500,71614,120,2024-07-20,Un Sold,1970-01-01,6754,0,0,Aditya,2,0,Good,-6754,Jan 1970
DCCRW9,Ahg,Madison,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Hybrid,2022,7200,48121,113,2018-05-29,Un Sold,1970-01-01,5563,0,0,Pranav,1,0,Excellent,-5563,Jan 1970
